"Date","Price","Open","High","Low","Vol.","Change %"
"03/12/2018","497.88","492.19","499.70","491.89","","0.74%"
"03/09/2018","494.20","493.89","495.65","491.46","","0.11%"
"03/08/2018","493.67","497.82","499.10","491.84","","-1.03%"
"03/07/2018","498.80","500.70","501.29","497.91","","-0.45%"
"03/06/2018","501.05","503.42","507.51","500.31","","-0.56%"
"03/05/2018","503.86","502.82","505.67","500.03","","0.31%"
"03/02/2018","502.30","499.80","503.13","495.61","","0.73%"
"03/01/2018","498.64","494.94","501.17","492.99","","0.71%"
"02/28/2018","495.12","495.53","501.32","492.29","","-0.18%"
"02/27/2018","495.99","494.90","497.45","486.40","","0.23%"
"02/26/2018","494.86","504.14","505.33","492.55","","-1.24%"
"02/23/2018","501.05","506.34","507.95","495.23","","-0.15%"
"02/22/2018","501.82","490.15","504.77","482.30","","1.85%"
"02/21/2018","492.70","505.47","508.35","490.65","","-2.19%"
"02/20/2018","503.74","508.41","508.68","497.18","","-0.86%"
"02/19/2018","508.09","508.65","513.03","507.00","","0.15%"
"02/16/2018","507.33","494.71","510.17","494.71","","2.34%"
"02/15/2018","495.73","496.57","497.92","492.68","","-0.12%"
"02/14/2018","496.34","492.10","498.91","489.93","","0.69%"
"02/13/2018","492.93","489.09","495.40","487.14","","0.95%"
"02/12/2018","488.27","497.13","498.67","487.09","","-1.86%"
"02/09/2018","497.54","491.44","498.35","487.63","","0.87%"
"02/08/2018","493.24","499.99","501.55","492.74","","-1.44%"
"02/07/2018","500.45","494.93","501.63","494.93","","1.41%"
"02/06/2018","493.47","495.62","495.62","487.81","","-1.22%"
"02/02/2018","499.56","499.40","505.26","498.23","","0.18%"
"02/01/2018","498.68","495.28","503.78","494.95","","0.68%"
"01/31/2018","495.30","507.01","507.80","493.49","","-2.31%"
"01/30/2018","507.01","517.66","519.48","503.76","","-2.14%"
"01/29/2018","518.08","523.48","527.54","513.90","","0.15%"
"01/26/2018","517.28","526.91","526.91","512.21","","-1.77%"
"01/25/2018","526.60","532.74","533.25","525.09","","-0.99%"
"01/24/2018","531.84","526.46","535.64","523.53","","1.30%"
"01/23/2018","525.03","524.55","526.27","514.04","","0.10%"
"01/22/2018","524.51","517.60","526.10","514.24","","1.20%"
"01/19/2018","518.28","514.71","519.89","511.06","","0.84%"
"01/18/2018","513.98","514.04","520.88","505.71","","0.51%"
"01/17/2018","511.35","507.16","511.74","504.30","","0.78%"
"01/16/2018","507.37","495.89","509.51","494.18","","2.47%"
"01/15/2018","495.13","499.90","500.59","493.31","","-1.09%"
"01/12/2018","500.61","502.70","503.37","497.44","","-0.44%"
"01/11/2018","502.81","505.26","508.88","498.11","","-0.30%"
"01/10/2018","504.30","494.65","506.84","494.59","","1.98%"
"01/09/2018","494.49","499.81","500.20","488.77","","-1.38%"
"01/08/2018","501.43","493.60","503.50","493.60","","1.63%"
"01/05/2018","493.39","483.65","494.87","483.05","","1.68%"
"01/04/2018","485.23","476.94","486.08","476.14","","1.99%"
"01/03/2018","475.77","475.79","479.62","472.44","","0.36%"
"01/02/2018","474.04","460.83","475.08","459.32","","2.85%"
"01/01/2018","460.90","456.60","461.56","453.16","","0.97%"
"12/29/2017","456.46","456.50","457.87","453.45","","0.12%"
"12/28/2017","455.92","451.62","456.97","449.00","","1.28%"
"12/27/2017","450.17","442.95","451.45","442.95","","1.85%"
"12/26/2017","442.00","445.66","446.15","439.60","","-0.80%"
"12/22/2017","445.55","438.18","447.46","436.17","","1.66%"
"12/21/2017","438.28","432.54","439.50","430.70","","1.45%"
"12/20/2017","432.01","420.32","432.65","420.32","","2.88%"
"12/19/2017","419.92","419.24","422.06","415.54","","0.44%"
"12/18/2017","418.07","421.47","423.08","417.43","","-0.75%"
"12/15/2017","421.22","420.94","428.42","419.95","","-0.06%"
"12/14/2017","421.47","425.47","425.47","419.44","","-0.89%"
"12/13/2017","425.24","424.27","427.54","422.43","","0.13%"
"12/12/2017","424.67","423.85","428.58","415.52","","0.34%"
"12/11/2017","423.21","425.45","432.53","420.27","","-0.79%"
"12/08/2017","426.60","416.67","430.79","416.67","","1.78%"
"12/07/2017","419.14","432.33","432.54","418.52","","-3.13%"
"12/06/2017","432.67","433.12","434.35","431.34","","-0.04%"
"12/05/2017","432.85","438.63","439.01","432.34","","-1.31%"
"12/04/2017","438.60","435.96","439.11","434.04","","0.43%"
"11/30/2017","436.72","431.53","439.64","430.00","","0.89%"
"11/29/2017","432.86","431.92","433.67","429.25","","0.34%"
"11/28/2017","431.40","433.48","434.74","429.41","","-0.48%"
"11/27/2017","433.48","435.32","435.39","431.14","","-0.77%"
"11/24/2017","436.84","438.22","438.50","434.07","","-0.23%"
"11/23/2017","437.84","439.44","440.96","435.65","","-0.33%"
"11/22/2017","439.29","442.67","443.63","438.08","","-0.55%"
"11/21/2017","441.73","437.16","442.89","435.31","","1.01%"
"11/20/2017","437.30","441.52","442.72","436.66","","-0.81%"
"11/17/2017","440.85","441.28","441.62","437.29","","-0.02%"
"11/16/2017","440.94","438.21","442.08","438.13","","0.69%"
"11/15/2017","437.91","442.50","444.74","436.44","","-1.86%"
"11/14/2017","446.21","451.26","452.25","444.74","","-1.46%"
"11/13/2017","452.82","452.38","453.93","449.56","","0.09%"
"11/10/2017","452.41","459.90","460.20","451.80","","-1.52%"
"11/09/2017","459.41","456.32","461.96","455.04","","1.04%"
"11/08/2017","454.68","454.01","455.89","452.09","","-0.01%"
"11/07/2017","454.73","455.76","457.89","453.79","","0.09%"
"11/06/2017","454.32","453.94","457.08","451.65","","0.18%"
"11/03/2017","453.49","446.86","455.14","444.88","","1.53%"
"11/02/2017","446.64","443.20","449.28","441.45","","0.76%"
"11/01/2017","443.27","431.46","443.85","431.35","","2.85%"
"10/31/2017","430.97","441.87","441.87","429.90","","-2.49%"
"10/30/2017","441.98","453.38","453.58","441.09","","-2.35%"
"10/27/2017","452.63","459.44","459.62","450.49","","-1.48%"
"10/26/2017","459.41","460.53","462.12","457.89","","-0.25%"
"10/25/2017","460.55","456.99","461.20","456.51","","0.80%"
"10/24/2017","456.91","457.60","458.35","451.59","","-0.22%"
"10/23/2017","457.90","467.50","469.05","456.68","","-2.02%"
"10/20/2017","467.34","462.68","469.23","458.22","","1.26%"
"10/19/2017","461.51","454.87","462.33","452.95","","1.47%"
"10/18/2017","454.84","451.54","456.64","446.25","","0.76%"
"10/17/2017","451.43","452.85","458.04","450.33","","-0.29%"
"10/16/2017","452.73","443.32","453.21","443.13","","2.25%"
"10/13/2017","442.78","445.45","445.45","437.81","","-0.66%"
"10/12/2017","445.71","447.64","451.36","439.33","","-0.41%"
"10/11/2017","447.55","449.39","451.64","444.78","","-0.56%"
"10/10/2017","450.07","454.26","454.95","446.66","","-0.97%"
"10/09/2017","454.49","454.55","457.94","450.91","","0.03%"
"10/06/2017","454.35","444.49","455.39","444.49","","2.15%"
"10/05/2017","444.78","444.41","448.89","439.64","","0.38%"
"10/04/2017","443.08","447.92","450.85","435.31","","-1.08%"
"10/03/2017","447.92","459.76","459.76","446.29","","-2.44%"
"10/02/2017","459.11","467.04","467.61","457.87","","-1.74%"
"09/29/2017","467.26","469.38","472.29","462.67","","-0.43%"
"09/28/2017","469.29","469.19","471.88","465.38","","-0.13%"
"09/27/2017","469.91","472.98","474.09","467.99","","-0.90%"
"09/26/2017","474.18","478.39","481.38","473.53","","-0.61%"
"09/25/2017","477.10","478.30","481.72","474.83","","-0.24%"
"09/22/2017","478.27","476.79","480.12","473.08","","0.30%"
"09/21/2017","476.84","484.50","485.12","475.17","","-1.71%"
"09/20/2017","485.13","485.44","486.78","481.86","","0.09%"
"09/19/2017","484.68","484.02","486.28","478.77","","0.14%"
"09/18/2017","484.02","483.48","486.48","478.38","","0.19%"
"09/15/2017","483.11","480.16","484.82","477.81","","0.72%"
"09/14/2017","479.64","474.00","480.95","470.43","","1.48%"
"09/13/2017","472.63","460.45","473.14","459.67","","3.17%"
"09/12/2017","458.12","456.55","459.12","454.59","","1.47%"
"09/11/2017","451.49","455.85","456.42","450.60","","-0.35%"
"09/08/2017","453.07","453.88","459.15","450.34","","1.57%"
"09/07/2017","446.05","450.55","450.55","443.23","","-0.96%"
"09/06/2017","450.39","455.76","458.99","449.12","","-1.34%"
"09/05/2017","456.53","448.60","460.09","447.53","","0.74%"
"08/31/2017","453.16","458.89","460.69","451.28","","-2.27%"
"08/30/2017","463.69","460.27","467.23","458.82","","-0.60%"
"08/29/2017","466.47","472.31","472.57","463.29","","-2.52%"
"08/28/2017","478.52","489.68","489.68","476.35","","-2.32%"
"08/25/2017","489.91","484.59","492.09","478.86","","0.99%"
"08/24/2017","485.10","490.86","493.76","481.52","","-1.06%"
"08/23/2017","490.32","483.15","490.88","482.61","","1.51%"
"08/22/2017","483.04","482.72","487.32","473.27","","-0.14%"
"08/21/2017","483.73","487.49","490.13","478.56","","-1.14%"
"08/18/2017","489.33","489.00","491.84","480.68","","-0.03%"
"08/17/2017","489.46","501.71","502.96","487.99","","-2.33%"
"08/16/2017","501.16","498.01","504.46","497.70","","0.67%"
"08/15/2017","497.82","511.71","515.20","495.70","","-2.77%"
"08/11/2017","512.02","518.21","518.22","511.53","","-1.16%"
"08/10/2017","518.05","520.29","522.51","516.92","","-0.38%"
"08/09/2017","520.01","526.14","526.64","516.55","","-1.26%"
"08/08/2017","526.63","532.63","533.90","525.61","","-1.10%"
"08/07/2017","532.51","537.51","537.74","530.70","","-0.96%"
"08/04/2017","537.67","541.61","543.39","537.16","","-0.64%"
"08/03/2017","541.12","540.18","542.90","538.36","","0.56%"
"08/02/2017","538.11","532.69","539.79","531.94","","1.50%"
"08/01/2017","530.17","527.32","532.15","524.57","","0.41%"
"07/31/2017","528.02","535.36","545.77","527.16","","-0.87%"
"07/28/2017","532.65","538.61","538.61","516.08","","-1.87%"
"07/27/2017","542.79","543.61","544.92","542.06","","-0.29%"
"07/26/2017","544.36","545.41","547.07","542.44","","0.06%"
"07/25/2017","544.05","541.91","545.57","541.04","","0.39%"
"07/24/2017","541.95","541.60","543.37","538.98","","0.27%"
"07/21/2017","540.48","536.06","542.17","530.63","","0.38%"
"07/20/2017","538.45","540.85","549.02","536.75","","-0.17%"
"07/19/2017","539.34","545.03","545.60","538.44","","-1.13%"
"07/18/2017","545.51","531.01","546.99","531.01","","2.64%"
"07/17/2017","531.49","529.76","533.50","526.04","","0.49%"
"07/14/2017","528.88","521.31","531.93","518.63","","1.43%"
"07/13/2017","521.43","517.02","525.74","510.02","","0.49%"
"07/12/2017","518.90","514.24","522.19","503.97","","-0.31%"
"07/11/2017","520.53","542.47","542.47","520.46","","-4.99%"
"07/10/2017","547.84","534.23","549.59","523.43","","2.22%"
"07/07/2017","535.96","531.52","537.02","527.97","","0.70%"
"07/06/2017","532.22","536.97","540.08","525.74","","-0.85%"
"07/05/2017","536.77","540.49","551.01","531.97","","-0.69%"
"07/04/2017","540.50","536.63","548.81","532.05","","0.72%"
"07/03/2017","536.63","564.47","564.52","536.47","","-4.90%"
"06/30/2017","564.29","569.50","572.25","563.45","","-0.84%"
"06/29/2017","569.07","553.54","574.17","549.21","","2.78%"
"06/22/2017","553.69","540.33","555.75","537.94","","2.54%"
"06/21/2017","539.98","527.75","545.22","520.56","","1.66%"
"06/20/2017","531.15","553.22","554.34","529.87","","-3.99%"
"06/19/2017","553.25","554.62","560.68","550.61","","-0.08%"
"06/16/2017","553.71","562.17","565.00","550.92","","-1.37%"
"06/15/2017","561.42","565.90","573.48","560.49","","-1.27%"
"06/14/2017","568.66","574.83","580.60","564.27","","-0.64%"
"06/13/2017","572.32","558.56","575.90","554.99","","2.55%"
"06/12/2017","558.10","581.31","581.31","555.01","","-3.85%"
"06/09/2017","580.47","585.53","586.67","578.29","","-1.09%"
"06/08/2017","586.86","591.78","594.49","583.41","","-0.91%"
"06/07/2017","592.22","593.71","595.27","587.99","","0.29%"
"06/06/2017","590.52","590.16","592.50","583.00","","0.37%"
"06/05/2017","588.36","571.76","589.65","571.76","","3.45%"
"06/02/2017","568.76","570.85","576.65","555.83","","-1.46%"
"06/01/2017","577.19","601.28","603.85","573.27","","-4.35%"
"05/31/2017","603.43","624.18","624.70","598.83","","-3.25%"
"05/30/2017","623.72","635.83","641.97","619.72","","-1.82%"
"05/29/2017","635.26","640.62","642.63","632.28","","-1.21%"
"05/26/2017","643.07","649.27","649.86","640.66","","-1.11%"
"05/25/2017","650.32","654.05","657.46","648.54","","-0.58%"
"05/24/2017","654.09","646.36","659.10","646.36","","1.52%"
"05/23/2017","644.31","632.73","646.66","632.73","","1.99%"
"05/22/2017","631.76","620.00","633.30","620.00","","2.07%"
"05/19/2017","618.97","623.04","627.58","617.57","","-0.60%"
"05/18/2017","622.73","635.23","635.23","620.98","","-1.86%"
"05/17/2017","634.50","640.10","641.92","633.07","","-0.79%"
"05/16/2017","639.58","659.78","660.68","638.50","","-2.20%"
"05/15/2017","654.00","645.28","658.05","645.28","","1.54%"
"05/12/2017","644.09","638.68","644.62","636.61","","0.88%"
"05/11/2017","638.46","634.88","639.04","634.66","","0.65%"
"05/10/2017","634.32","633.94","636.94","628.03","","0.13%"
"05/09/2017","633.51","639.13","642.44","631.76","","0.24%"
"05/08/2017","631.98","612.43","632.67","612.22","","3.30%"
"05/05/2017","611.80","596.80","615.31","596.49","","2.14%"
"05/04/2017","598.98","589.32","600.48","589.32","","1.63%"
"05/03/2017","589.35","587.31","592.04","585.42","","0.33%"
"05/02/2017","587.39","590.12","592.21","585.70","","-0.84%"
"04/28/2017","592.38","594.18","595.87","591.85","","-0.35%"
"04/27/2017","594.45","598.69","599.32","593.34","","-0.70%"
"04/26/2017","598.62","598.44","600.40","595.25","","0.14%"
"04/25/2017","597.79","604.43","604.99","593.06","","-0.94%"
"04/24/2017","603.49","598.62","605.42","595.51","","0.90%"
"04/21/2017","598.12","587.99","598.92","587.99","","1.77%"
"04/20/2017","587.70","573.74","600.89","571.34","","2.26%"
"04/19/2017","574.72","562.44","575.72","558.00","","1.25%"
"04/18/2017","567.62","570.69","571.13","565.86","","-0.54%"
"04/17/2017","570.69","576.95","577.79","566.92","","-1.06%"
"04/14/2017","576.79","581.00","581.98","576.15","","-0.77%"
"04/13/2017","581.24","589.22","589.37","580.19","","-1.23%"
"04/12/2017","588.50","588.31","590.67","587.88","","0.04%"
"04/11/2017","588.26","583.73","588.97","582.85","","0.77%"
"04/10/2017","583.77","580.75","585.53","578.53","","0.48%"
"04/07/2017","581.00","572.93","582.05","572.72","","1.47%"
"04/06/2017","572.57","575.65","576.72","571.08","","-0.57%"
"04/05/2017","575.86","581.55","582.61","574.83","","-1.32%"
"04/04/2017","583.57","586.14","587.62","582.60","","-0.44%"
"04/03/2017","586.17","585.38","586.64","583.00","","0.28%"
"03/31/2017","584.54","584.11","586.15","579.09","","0.10%"
"03/30/2017","583.95","590.37","591.57","582.19","","-0.97%"
"03/29/2017","589.69","594.54","598.18","589.17","","-0.71%"
"03/28/2017","593.91","597.02","597.05","592.88","","-0.51%"
"03/27/2017","596.96","601.67","601.83","595.44","","-0.53%"
"03/24/2017","600.15","602.69","603.14","599.77","","-0.31%"
"03/22/2017","602.01","603.03","604.16","601.26","","-0.09%"
"03/21/2017","602.54","601.72","603.21","599.94","","0.18%"
"03/20/2017","601.45","599.44","602.86","597.83","","0.43%"
"03/17/2017","598.86","598.46","602.81","598.14","","-0.08%"
"03/16/2017","599.31","600.12","600.49","591.53","","-0.07%"
"03/15/2017","599.75","605.47","607.22","597.57","","-0.90%"
"03/14/2017","605.19","606.76","607.50","600.18","","-0.27%"
"03/13/2017","606.82","612.33","613.80","605.06","","-1.06%"
"03/10/2017","613.34","616.77","617.86","612.04","","-0.61%"
"03/09/2017","617.09","618.19","621.68","614.05","","-0.20%"
"03/08/2017","618.35","616.59","618.79","615.20","","0.32%"
"03/07/2017","616.40","617.38","617.38","612.14","","-0.16%"
"03/06/2017","617.37","617.81","620.54","615.88","","0.12%"
"03/03/2017","616.66","616.73","619.16","614.22","","0.03%"
"03/02/2017","616.47","608.20","617.82","608.20","","1.65%"
"03/01/2017","606.46","605.63","608.03","604.59","","0.23%"
"02/28/2017","605.05","606.44","606.55","601.78","","-0.23%"
"02/27/2017","606.42","610.99","612.04","604.91","","-0.73%"
"02/24/2017","610.85","614.11","614.70","609.25","","-0.34%"
"02/23/2017","612.95","612.31","614.52","605.14","","0.22%"
"02/22/2017","611.59","610.43","614.56","608.56","","0.46%"
"02/21/2017","608.80","605.78","610.34","602.47","","0.49%"
"02/20/2017","605.83","607.86","609.92","604.58","","-0.34%"
"02/17/2017","607.89","611.77","615.00","606.73","","-0.53%"
"02/16/2017","611.14","606.47","612.02","605.31","","0.99%"
"02/15/2017","605.17","612.64","612.96","604.53","","-1.07%"
"02/14/2017","611.72","613.63","614.24","608.70","","-0.41%"
"02/13/2017","614.21","611.29","618.59","611.20","","0.55%"
"02/10/2017","610.82","610.44","612.88","608.90","","0.07%"
"02/09/2017","610.39","612.11","614.53","609.28","","-0.35%"
"02/08/2017","612.56","613.97","614.36","610.04","","-0.20%"
"02/07/2017","613.81","610.71","614.36","610.69","","0.59%"
"02/06/2017","610.23","609.48","611.64","608.02","","0.24%"
"02/03/2017","608.75","608.97","610.73","605.66","","-0.08%"
"02/02/2017","609.25","606.88","612.67","606.25","","0.43%"
"02/01/2017","606.64","603.92","608.51","603.26","","0.67%"
"01/31/2017","602.63","604.47","608.67","598.12","","-0.41%"
"01/30/2017","605.11","616.65","621.33","602.85","","-1.63%"
"01/27/2017","615.16","616.36","628.31","614.57","","-0.14%"
"01/26/2017","616.05","607.91","618.09","606.13","","1.33%"
"01/25/2017","607.95","610.73","613.69","607.37","","-0.30%"
"01/24/2017","609.75","609.20","611.02","605.21","","0.27%"
"01/23/2017","608.10","605.00","608.88","605.00","","0.64%"
"01/20/2017","604.24","601.62","606.63","601.62","","0.48%"
"01/19/2017","601.37","600.90","602.95","599.01","","0.22%"
"01/18/2017","600.06","605.18","607.20","598.67","","-0.90%"
"01/17/2017","605.53","612.88","613.07","600.57","","-0.99%"
"01/16/2017","611.61","620.78","621.13","610.73","","-1.22%"
"01/13/2017","619.19","626.48","627.07","618.16","","-1.00%"
"01/12/2017","625.42","625.43","629.96","624.00","","0.16%"
"01/11/2017","624.43","613.36","624.75","613.36","","1.54%"
"01/10/2017","614.94","615.53","617.58","611.08","","-0.28%"
"01/09/2017","616.69","616.30","622.86","615.94","","-0.12%"
"01/06/2017","617.40","615.30","618.36","614.62","","0.43%"
"01/05/2017","614.74","615.76","617.36","613.34","","-0.12%"
"01/04/2017","615.50","617.67","621.13","614.10","","-0.48%"
"01/03/2017","618.49","607.97","619.56","603.56","","1.71%"
"01/02/2017","608.08","600.73","609.20","600.56","","1.34%"
"12/30/2016","600.04","594.87","601.30","594.75","","0.83%"
"12/29/2016","595.13","595.89","597.93","593.94","","-0.03%"
"12/28/2016","595.29","588.09","598.86","588.09","","1.29%"
"12/27/2016","587.70","585.51","589.79","585.24","","0.39%"
"12/26/2016","585.41","584.35","588.33","584.35","","0.05%"
"12/23/2016","585.09","589.48","590.22","583.55","","-0.59%"
"12/22/2016","588.58","595.07","597.44","587.67","","-1.01%"
"12/21/2016","594.57","598.71","599.64","584.90","","-0.40%"
"12/20/2016","596.97","588.09","598.44","585.13","","1.55%"
"12/19/2016","587.86","586.92","590.58","586.75","","0.69%"
"12/16/2016","583.86","583.66","587.19","578.31","","0.11%"
"12/15/2016","583.19","582.43","588.14","581.71","","-0.18%"
"12/14/2016","584.23","580.22","585.66","575.11","","0.71%"
"12/13/2016","580.09","579.03","584.37","576.73","","1.26%"
"12/09/2016","572.86","565.88","574.00","565.88","","2.00%"
"12/08/2016","561.61","558.42","562.17","555.20","","0.88%"
"12/07/2016","556.72","550.43","557.20","549.37","","1.09%"
"12/06/2016","550.73","545.55","552.24","545.53","","1.01%"
"12/05/2016","545.23","538.75","546.22","538.67","","1.35%"
"12/02/2016","537.98","535.09","538.65","532.43","","0.98%"
"12/01/2016","532.78","531.96","539.16","531.29","","0.26%"
"11/30/2016","531.39","533.44","534.07","530.17","","-0.32%"
"11/29/2016","533.12","538.23","542.20","532.64","","-0.86%"
"11/28/2016","537.74","538.71","540.08","537.10","","-0.12%"
"11/25/2016","538.39","537.74","539.56","536.59","","0.20%"
"11/24/2016","537.29","536.99","542.12","536.69","","-0.07%"
"11/23/2016","537.69","536.10","538.13","533.42","","0.45%"
"11/22/2016","535.29","534.85","536.66","534.85","","0.27%"
"11/21/2016","533.86","533.66","535.54","532.43","","0.15%"
"11/18/2016","533.07","535.26","536.16","531.13","","-0.41%"
"11/17/2016","535.26","534.48","536.44","532.57","","0.15%"
"11/16/2016","534.46","534.58","536.72","532.11","","0.18%"
"11/15/2016","533.52","536.91","537.75","532.24","","-0.59%"
"11/14/2016","536.70","544.26","547.42","533.75","","-1.29%"
"11/11/2016","543.72","542.17","545.91","538.28","","0.30%"
"11/10/2016","542.08","534.10","543.13","534.10","","1.64%"
"11/09/2016","533.32","534.11","534.11","522.36","","-0.42%"
"11/08/2016","535.59","539.73","543.13","534.25","","-0.68%"
"11/07/2016","539.25","536.08","541.49","534.38","","0.46%"
"11/04/2016","536.80","539.70","542.71","535.91","","-0.68%"
"11/03/2016","540.48","537.37","543.49","534.66","","0.78%"
"11/02/2016","536.29","534.86","541.32","531.01","","0.61%"
"11/01/2016","533.04","514.79","533.96","513.85","","3.52%"
"10/31/2016","514.90","513.74","519.21","513.10","","0.16%"
"10/28/2016","514.08","513.65","517.40","509.61","","-0.10%"
"10/27/2016","514.60","518.44","520.79","513.36","","-0.74%"
"10/26/2016","518.45","523.45","525.14","517.24","","-0.89%"
"10/25/2016","523.09","522.77","523.91","514.38","","0.03%"
"10/24/2016","522.94","526.51","526.51","521.75","","-0.75%"
"10/21/2016","526.90","530.30","530.78","526.43","","-0.64%"
"10/20/2016","530.27","522.80","533.48","522.80","","1.53%"
"10/19/2016","522.27","523.82","525.14","519.42","","-0.22%"
"10/18/2016","523.40","528.35","528.35","521.55","","-0.96%"
"10/17/2016","528.47","531.63","531.84","527.92","","-0.59%"
"10/14/2016","531.60","530.98","532.72","527.77","","0.18%"
"10/13/2016","530.66","530.76","532.67","528.65","","-0.02%"
"10/10/2016","530.78","532.72","532.78","529.62","","-0.28%"
"10/07/2016","532.29","534.64","535.69","531.28","","-0.32%"
"10/06/2016","534.01","536.28","537.03","533.44","","-0.34%"
"10/05/2016","535.81","537.71","541.19","535.22","","0.06%"
"10/04/2016","535.49","533.95","536.65","532.26","","0.59%"
"10/03/2016","532.37","524.87","533.45","524.87","","1.52%"
"09/30/2016","524.38","523.62","526.22","522.20","","0.29%"
"09/29/2016","522.84","524.72","530.42","520.21","","0.40%"
"09/28/2016","520.78","520.78","521.99","517.85","","0.03%"
"09/27/2016","520.64","520.39","524.27","518.56","","0.10%"
"09/26/2016","520.10","515.77","521.23","515.77","","0.97%"
"09/23/2016","515.10","519.43","520.35","514.76","","-0.75%"
"09/22/2016","518.97","515.74","520.94","515.74","","0.84%"
"09/21/2016","514.63","520.35","520.38","513.09","","-1.02%"
"09/20/2016","519.91","521.98","522.62","517.90","","-0.41%"
"09/19/2016","522.04","523.71","525.03","521.75","","-0.22%"
"09/16/2016","523.17","523.18","525.37","522.22","","0.03%"
"09/15/2016","523.02","527.30","527.30","522.50","","-1.01%"
"09/09/2016","528.33","529.87","531.58","527.78","","-0.16%"
"09/08/2016","529.17","529.74","530.28","525.58","","0.02%"
"09/07/2016","529.08","524.27","529.53","524.25","","1.15%"
"09/06/2016","523.05","514.56","523.68","513.77","","1.63%"
"09/05/2016","514.66","515.57","517.62","513.34","","-0.15%"
"09/02/2016","515.41","519.80","519.82","514.72","","-0.80%"
"09/01/2016","519.55","522.02","523.40","519.31","","-0.67%"
"08/31/2016","523.03","526.60","526.71","521.58","","-0.68%"
"08/30/2016","526.60","527.93","528.44","525.93","","-0.24%"
"08/29/2016","527.85","526.90","529.19","526.90","","0.22%"
"08/26/2016","526.67","525.37","527.20","525.27","","0.27%"
"08/25/2016","525.25","522.10","526.51","521.51","","0.67%"
"08/24/2016","521.73","521.22","523.32","519.74","","0.10%"
"08/23/2016","521.21","520.37","524.23","518.48","","0.11%"
"08/22/2016","520.66","520.41","521.36","516.25","","0.07%"
"08/19/2016","520.30","523.87","525.30","519.03","","-0.70%"
"08/18/2016","523.99","530.09","531.17","523.21","","-1.00%"
"08/17/2016","529.28","530.26","532.88","528.58","","-0.14%"
"08/16/2016","530.04","530.81","532.93","529.61","","0.09%"
"08/15/2016","529.58","531.54","532.37","529.17","","-0.07%"
"08/12/2016","529.96","530.03","533.75","529.08","","0.00%"
"08/11/2016","529.94","530.26","531.10","527.53","","0.27%"
"08/10/2016","528.51","526.32","529.23","526.32","","0.51%"
"08/09/2016","525.84","524.62","528.74","524.62","","0.32%"
"08/08/2016","524.17","522.12","524.64","521.72","","0.42%"
"08/05/2016","522.00","522.18","524.21","520.65","","0.05%"
"08/04/2016","521.72","525.21","526.86","520.69","","-0.26%"
"08/03/2016","523.06","526.62","526.91","522.52","","-0.73%"
"08/02/2016","526.88","530.60","530.60","525.05","","-0.72%"
"08/01/2016","530.70","528.47","533.62","528.47","","0.59%"
"07/29/2016","527.61","527.35","528.45","524.67","","-0.11%"
"07/28/2016","528.20","526.78","532.40","526.12","","0.30%"
"07/27/2016","526.62","520.38","528.92","518.69","","1.29%"
"07/26/2016","519.89","519.30","521.61","518.09","","0.01%"
"07/25/2016","519.82","522.20","522.20","519.44","","-0.47%"
"07/22/2016","522.30","525.08","526.38","521.89","","-0.51%"
"07/21/2016","524.98","522.41","526.40","522.41","","0.54%"
"07/20/2016","522.14","524.68","525.32","520.17","","-0.43%"
"07/19/2016","524.40","523.30","524.98","521.48","","0.23%"
"07/18/2016","523.19","523.47","524.48","519.49","","0.04%"
"07/15/2016","522.97","524.58","527.88","522.21","","-0.26%"
"07/14/2016","524.32","519.70","524.92","518.46","","0.93%"
"07/13/2016","519.51","519.43","522.25","518.62","","0.26%"
"07/12/2016","518.18","507.55","518.73","507.55","","2.14%"
"07/11/2016","507.31","500.26","508.60","497.85","","1.13%"
"07/04/2016","501.66","500.64","503.16","499.00","","0.53%"
"06/30/2016","499.04","499.42","503.51","498.03","","0.24%"
"06/29/2016","497.85","490.06","498.38","490.06","","2.15%"
"06/28/2016","487.35","485.01","488.88","484.22","","0.51%"
"06/27/2016","484.90","492.81","494.87","483.95","","-1.63%"
"06/24/2016","492.91","503.26","503.26","484.08","","-2.69%"
"06/23/2016","506.56","503.49","507.44","502.40","","0.57%"
"06/22/2016","503.70","510.01","512.87","503.27","","-1.18%"
"06/21/2016","509.74","512.98","514.60","508.48","","-0.59%"
"06/20/2016","512.78","522.46","523.99","512.10","","-1.54%"
"06/17/2016","520.79","519.37","523.91","515.28","","0.43%"
"06/16/2016","518.54","513.48","521.52","508.73","","1.07%"
"06/15/2016","513.05","515.41","515.41","507.53","","4.04%"
"06/14/2016","493.11","482.54","494.29","482.54","","2.45%"
"06/13/2016","481.30","479.72","482.48","473.44","","0.18%"
"06/10/2016","480.45","489.30","489.30","479.32","","-1.84%"
"06/09/2016","489.47","491.07","491.67","488.67","","-0.16%"
"06/08/2016","490.24","493.66","494.54","489.97","","-0.36%"
"06/07/2016","491.99","492.25","493.90","491.32","","0.02%"
"06/06/2016","491.90","491.58","493.72","489.60","","0.17%"
"06/03/2016","491.06","487.72","493.82","486.07","","0.72%"
"06/02/2016","487.57","482.33","488.34","480.40","","1.15%"
"06/01/2016","482.05","476.23","482.25","475.80","","1.19%"
"05/31/2016","476.37","479.19","482.06","474.33","","-0.56%"
"05/30/2016","479.04","488.04","488.04","478.20","","-1.86%"
